segment_category,segment_data_type,segment_field_description,segment_filterable,segment_name,segment_repeated,segment_selectable,segment_selectable_with,segment_sortable,segment_type_url
SEGMENT,"CONNECTED_TV,DESKTOP,MOBILE,OTHER,TABLET,UNKNOWN,UNSPECIFIED",Device to which metrics apply.,True,segments.device,False,True,"ad_group,ad_group_ad,ad_group_asset,ad_group_audience_view,age_range_view,asset_field_type_view,asset_group_product_group_view,asset_set_asset,asset_set_type_view,bidding_strategy,campaign,campaign_asset,campaign_audience_view,campaign_group,click_view,customer,customer_asset,detail_placement_view,display_keyword_view,distance_view,expanded_landing_page_view,extension_feed_item,feed_item,feed_placeholder_view,gender_view,geographic_view,group_placement_view,hotel_performance_view,income_range_view,keyword_view,landing_page_view,managed_placement_view,metrics.absolute_top_impression_percentage,metrics.active_view_cpm,metrics.active_view_ctr,metrics.active_view_impressions,metrics.active_view_measurability,metrics.active_view_measurable_cost_micros,metrics.active_view_measurable_impressions,metrics.active_view_viewability,metrics.all_conversions,metrics.all_conversions_by_conversion_date,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_from_interactions_value_per_interaction,metrics.all_conversions_value,metrics.all_conversions_value_by_conversion_date,metrics.all_conversions_value_per_cost,metrics.auction_insight_search_absolute_top_impression_percentage,metrics.auction_insight_search_impression_share,metrics.auction_insight_search_outranking_share,metrics.auction_insight_search_overlap_rate,metrics.auction_insight_search_position_above_rate,metrics.auction_insight_search_top_impression_percentage,metrics.average_cart_size,metrics.average_cost,metrics.average_cpc,metrics.average_cpe,metrics.average_cpm,metrics.average_cpv,metrics.average_impression_frequency_per_user,metrics.average_order_value_micros,metrics.clicks,metrics.combined_clicks,metrics.combined_clicks_per_query,metrics.combined_queries,metrics.content_budget_lost_impression_share,metrics.content_impression_share,metrics.content_rank_lost_impression_share,metrics.conversions,metrics.conversions_by_conversion_date,metrics.conversions_from_interactions_rate,metrics.conversions_from_interactions_value_per_interaction,metrics.conversions_value,metrics.conversions_value_by_conversion_date,metrics.conversions_value_per_cost,metrics.cost_micros,metrics.cost_of_goods_sold_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cost_per_current_model_attributed_conversion,metrics.cross_device_conversions,metrics.cross_sell_cost_of_goods_sold_micros,metrics.cross_sell_gross_profit_micros,metrics.cross_sell_revenue_micros,metrics.cross_sell_units_sold,metrics.ctr,metrics.current_model_attributed_conversions,metrics.current_model_attributed_conversions_from_interactions_rate,metrics.current_model_attributed_conversions_from_interactions_value_per_interaction,metrics.current_model_attributed_conversions_value,metrics.current_model_attributed_conversions_value_per_cost,metrics.engagement_rate,metrics.engagements,metrics.gmail_forwards,metrics.gmail_saves,metrics.gmail_secondary_clicks,metrics.gross_profit_margin,metrics.gross_profit_micros,metrics.hotel_average_lead_value_micros,metrics.hotel_eligible_impressions,metrics.hotel_price_difference_percentage,metrics.impressions,metrics.interaction_event_types,metrics.interaction_rate,metrics.interactions,metrics.invalid_click_rate,metrics.invalid_clicks,metrics.lead_cost_of_goods_sold_micros,metrics.lead_gross_profit_micros,metrics.lead_revenue_micros,metrics.lead_units_sold,metrics.mobile_friendly_clicks_percentage,metrics.orders,metrics.organic_clicks,metrics.organic_clicks_per_query,metrics.organic_impressions,metrics.organic_impressions_per_query,metrics.organic_queries,metrics.revenue_micros,metrics.search_absolute_top_impression_share,metrics.search_budget_lost_absolute_top_impression_share,metrics.search_budget_lost_impression_share,metrics.search_budget_lost_top_impression_share,metrics.search_click_share,metrics.search_exact_match_impression_share,metrics.search_impression_share,metrics.search_rank_lost_absolute_top_impression_share,metrics.search_rank_lost_impression_share,metrics.search_rank_lost_top_impression_share,metrics.search_top_impression_share,metrics.speed_score,metrics.top_impression_percentage,metrics.unique_users,metrics.units_sold,metrics.valid_accelerated_mobile_pages_clicks_percentage,metrics.value_per_all_conversions,metrics.value_per_all_conversions_by_conversion_date,metrics.value_per_conversion,metrics.value_per_conversions_by_conversion_date,metrics.value_per_current_model_attributed_conversion,metrics.video_quartile_p100_rate,metrics.video_quartile_p25_rate,metrics.video_quartile_p50_rate,metrics.video_quartile_p75_rate,metrics.video_view_rate,metrics.video_views,metrics.view_through_conversions,paid_organic_search_term_view,parental_status_view,product_group_view,search_term_view,segments.activity_account_id,segments.activity_rating,segments.ad_destination_type,segments.ad_network_type,segments.asset_interaction_target.asset,segments.asset_interaction_target.interaction_on_this_asset,segments.auction_insight_domain,segments.click_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.date,segments.day_of_week,segments.external_activity_id,segments.external_conversion_source,segments.geo_target_airport,segments.geo_target_canton,segments.geo_target_city,segments.geo_target_country,segments.geo_target_county,segments.geo_target_district,segments.geo_target_metro,segments.geo_target_most_specific_location,segments.geo_target_postal_code,segments.geo_target_province,segments.geo_target_region,segments.geo_target_state,segments.hotel_booking_window_days,segments.hotel_center_id,segments.hotel_check_in_date,segments.hotel_check_in_day_of_week,segments.hotel_city,segments.hotel_class,segments.hotel_country,segments.hotel_date_selection_type,segments.hotel_length_of_stay,segments.hotel_price_bucket,segments.hotel_rate_rule_id,segments.hotel_rate_type,segments.hotel_state,segments.hour,segments.interaction_on_this_extension,segments.keyword.ad_group_criterion,segments.keyword.info.match_type,segments.keyword.info.text,segments.month,segments.month_of_year,segments.partner_hotel_id,segments.placeholder_type,segments.product_aggregator_id,segments.product_brand,segments.product_category_level1,segments.product_category_level2,segments.product_category_level3,segments.product_category_level4,segments.product_category_level5,segments.product_channel,segments.product_channel_exclusivity,segments.product_condition,segments.product_country,segments.product_custom_attribute0,segments.product_custom_attribute1,segments.product_custom_attribute2,segments.product_custom_attribute3,segments.product_custom_attribute4,segments.product_feed_label,segments.product_item_id,segments.product_language,segments.product_merchant_id,segments.product_store_id,segments.product_title,segments.product_type_l1,segments.product_type_l2,segments.product_type_l3,segments.product_type_l4,segments.product_type_l5,segments.quarter,segments.search_engine_results_page_type,segments.search_term_match_type,segments.slot,segments.week,segments.year,shopping_performance_view,topic_view,travel_activity_performance_view,user_location_view,video,webpage_view",True,google.ads.googleads.v15.enums.DeviceEnum.Device
SEGMENT,STRING,Advertiser supplied activity ID.,True,segments.external_activity_id,False,True,"ad_group,campaign,metrics.all_conversions,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_from_interactions_value_per_interaction,metrics.all_conversions_value,metrics.all_conversions_value_per_cost,metrics.average_cpc,metrics.average_cpm,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_from_interactions_value_per_interaction,metrics.conversions_value,metrics.conversions_value_per_cost,metrics.cost_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cross_device_conversions,metrics.ctr,metrics.impressions,metrics.search_absolute_top_impression_share,metrics.search_budget_lost_absolute_top_impression_share,metrics.search_budget_lost_impression_share,metrics.search_budget_lost_top_impression_share,metrics.search_impression_share,metrics.search_rank_lost_absolute_top_impression_share,metrics.search_rank_lost_impression_share,metrics.search_rank_lost_top_impression_share,metrics.search_top_impression_share,metrics.value_per_all_conversions,metrics.value_per_conversion,segments.activity_account_id,segments.activity_rating,segments.ad_network_type,segments.date,segments.day_of_week,segments.device,segments.hour,segments.month,segments.quarter,segments.week,segments.year,travel_activity_performance_view",True,N/A
SEGMENT,"AD_CALL_METRICS,ANALYTICS,ANALYTICS_SEARCH_ADS_360,ANDROID_FIRST_OPEN,ANDROID_IN_APP,APP_UNSPECIFIED,CLICK_TO_CALL,DISPLAY_AND_VIDEO_360_FLOODLIGHT,FIREBASE,FIREBASE_SEARCH_ADS_360,FLOODLIGHT,GOOGLE_ATTRIBUTION,GOOGLE_HOSTED,GOOGLE_PLAY,IOS_FIRST_OPEN,IOS_IN_APP,SALESFORCE,SEARCH_ADS_360,STORE_SALES,STORE_SALES_CRM,STORE_SALES_DIRECT_UPLOAD,STORE_SALES_PAYMENT_NETWORK,STORE_VISITS,THIRD_PARTY_APP_ANALYTICS,UNKNOWN,UNSPECIFIED,UPLOAD,UPLOAD_CALLS,WEBPAGE,WEBSITE_CALL_METRICS",External conversion source.,True,segments.external_conversion_source,False,True,"ad_group,ad_group_ad,ad_group_asset,ad_group_audience_view,ad_schedule_view,age_range_view,asset,asset_field_type_view,asset_group_product_group_view,asset_set_asset,asset_set_type_view,bidding_strategy,campaign,campaign_asset,campaign_audience_view,campaign_budget,customer,customer_asset,detail_placement_view,display_keyword_view,distance_view,dynamic_search_ads_search_term_view,expanded_landing_page_view,extension_feed_item,feed_item,feed_placeholder_view,gender_view,geographic_view,group_placement_view,income_range_view,keyword_view,landing_page_view,location_view,managed_placement_view,metrics.all_conversions,metrics.all_conversions_by_conversion_date,metrics.all_conversions_value,metrics.all_conversions_value_by_conversion_date,metrics.all_new_customer_lifetime_value,metrics.average_cart_size,metrics.average_order_value_micros,metrics.conversions,metrics.conversions_by_conversion_date,metrics.conversions_value,metrics.conversions_value_by_conversion_date,metrics.cost_of_goods_sold_micros,metrics.cross_device_conversions,metrics.cross_sell_cost_of_goods_sold_micros,metrics.cross_sell_gross_profit_micros,metrics.cross_sell_revenue_micros,metrics.cross_sell_units_sold,metrics.current_model_attributed_conversions,metrics.current_model_attributed_conversions_value,metrics.gross_profit_margin,metrics.gross_profit_micros,metrics.lead_cost_of_goods_sold_micros,metrics.lead_gross_profit_micros,metrics.lead_revenue_micros,metrics.lead_units_sold,metrics.new_customer_lifetime_value,metrics.orders,metrics.revenue_micros,metrics.units_sold,metrics.value_per_all_conversions,metrics.value_per_all_conversions_by_conversion_date,metrics.value_per_conversion,metrics.value_per_conversions_by_conversion_date,metrics.value_per_current_model_attributed_conversion,metrics.view_through_conversions,parental_status_view,product_group_view,search_term_view,segments.ad_destination_type,segments.ad_network_type,segments.asset_interaction_target.asset,segments.asset_interaction_target.interaction_on_this_asset,segments.budget_campaign_association_status.campaign,segments.budget_campaign_association_status.status,segments.click_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.conversion_adjustment,segments.conversion_attribution_event_type,segments.conversion_lag_bucket,segments.conversion_or_adjustment_lag_bucket,segments.date,segments.day_of_week,segments.device,segments.geo_target_airport,segments.geo_target_canton,segments.geo_target_city,segments.geo_target_county,segments.geo_target_district,segments.geo_target_metro,segments.geo_target_most_specific_location,segments.geo_target_postal_code,segments.geo_target_province,segments.geo_target_region,segments.geo_target_state,segments.hour,segments.keyword.ad_group_criterion,segments.keyword.info.match_type,segments.keyword.info.text,segments.month,segments.month_of_year,segments.new_versus_returning_customers,segments.placeholder_type,segments.product_aggregator_id,segments.product_brand,segments.product_category_level1,segments.product_category_level2,segments.product_category_level3,segments.product_category_level4,segments.product_category_level5,segments.product_channel,segments.product_channel_exclusivity,segments.product_condition,segments.product_country,segments.product_custom_attribute0,segments.product_custom_attribute1,segments.product_custom_attribute2,segments.product_custom_attribute3,segments.product_custom_attribute4,segments.product_feed_label,segments.product_item_id,segments.product_language,segments.product_merchant_id,segments.product_store_id,segments.product_title,segments.product_type_l1,segments.product_type_l2,segments.product_type_l3,segments.product_type_l4,segments.product_type_l5,segments.quarter,segments.search_term_match_type,segments.slot,segments.webpage,segments.week,segments.year,shopping_performance_view,topic_view,user_location_view,video,webpage_view",True,google.ads.googleads.v15.enums.ExternalConversionSourceEnum.ExternalConversionSource
SEGMENT,RESOURCE_NAME,Resource name of the geo target constant that represents an airport.,True,segments.geo_target_airport,False,True,"ad_group,campaign,customer,geographic_view,metrics.all_conversions,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_value,metrics.average_cost,metrics.average_cpc,metrics.average_cpm,metrics.average_cpv,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_value,metrics.cost_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cross_device_conversions,metrics.ctr,metrics.impressions,metrics.interaction_event_types,metrics.interaction_rate,metrics.interactions,metrics.value_per_all_conversions,metrics.value_per_conversion,metrics.video_view_rate,metrics.video_views,metrics.view_through_conversions,segments.ad_network_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.date,segments.day_of_week,segments.device,segments.external_conversion_source,segments.geo_target_canton,segments.geo_target_city,segments.geo_target_county,segments.geo_target_district,segments.geo_target_metro,segments.geo_target_most_specific_location,segments.geo_target_postal_code,segments.geo_target_province,segments.geo_target_region,segments.geo_target_state,segments.month,segments.month_of_year,segments.quarter,segments.week,segments.year,user_location_view",True,N/A
SEGMENT,RESOURCE_NAME,Resource name of the geo target constant that represents a canton.,True,segments.geo_target_canton,False,True,"ad_group,campaign,geographic_view,metrics.all_conversions,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_value,metrics.average_cost,metrics.average_cpc,metrics.average_cpm,metrics.average_cpv,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_value,metrics.cost_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cross_device_conversions,metrics.ctr,metrics.impressions,metrics.interaction_event_types,metrics.interaction_rate,metrics.interactions,metrics.value_per_all_conversions,metrics.value_per_conversion,metrics.video_view_rate,metrics.video_views,metrics.view_through_conversions,segments.ad_network_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.date,segments.day_of_week,segments.device,segments.external_conversion_source,segments.geo_target_airport,segments.geo_target_city,segments.geo_target_county,segments.geo_target_district,segments.geo_target_metro,segments.geo_target_most_specific_location,segments.geo_target_postal_code,segments.geo_target_province,segments.geo_target_region,segments.geo_target_state,segments.month,segments.month_of_year,segments.quarter,segments.week,segments.year,user_location_view",True,N/A
SEGMENT,RESOURCE_NAME,Resource name of the geo target constant that represents a city.,True,segments.geo_target_city,False,True,"ad_group,campaign,customer,geographic_view,metrics.absolute_top_impression_percentage,metrics.all_conversions,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_value,metrics.average_cost,metrics.average_cpc,metrics.average_cpm,metrics.average_cpv,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_value,metrics.cost_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cross_device_conversions,metrics.ctr,metrics.impressions,metrics.interaction_event_types,metrics.interaction_rate,metrics.interactions,metrics.top_impression_percentage,metrics.value_per_all_conversions,metrics.value_per_conversion,metrics.video_view_rate,metrics.video_views,metrics.view_through_conversions,segments.ad_network_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.date,segments.day_of_week,segments.device,segments.external_conversion_source,segments.geo_target_airport,segments.geo_target_canton,segments.geo_target_county,segments.geo_target_district,segments.geo_target_metro,segments.geo_target_most_specific_location,segments.geo_target_postal_code,segments.geo_target_province,segments.geo_target_region,segments.geo_target_state,segments.month,segments.month_of_year,segments.quarter,segments.week,segments.year,user_location_view",True,N/A
SEGMENT,RESOURCE_NAME,Resource name of the geo target constant that represents a country.,True,segments.geo_target_country,False,True,"ad_group,campaign,hotel_performance_view,metrics.absolute_top_impression_percentage,metrics.all_conversions,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_value,metrics.average_cpc,metrics.average_cpm,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_value,metrics.cost_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cross_device_conversions,metrics.ctr,metrics.hotel_average_lead_value_micros,metrics.hotel_eligible_impressions,metrics.hotel_price_difference_percentage,metrics.impressions,metrics.search_absolute_top_impression_share,metrics.search_budget_lost_absolute_top_impression_share,metrics.search_budget_lost_impression_share,metrics.search_budget_lost_top_impression_share,metrics.search_click_share,metrics.search_impression_share,metrics.search_rank_lost_absolute_top_impression_share,metrics.search_rank_lost_impression_share,metrics.search_rank_lost_top_impression_share,metrics.search_top_impression_share,metrics.top_impression_percentage,metrics.value_per_all_conversions,metrics.value_per_conversion,segments.ad_network_type,segments.date,segments.day_of_week,segments.device,segments.hotel_booking_window_days,segments.hotel_center_id,segments.hotel_check_in_date,segments.hotel_check_in_day_of_week,segments.hotel_city,segments.hotel_class,segments.hotel_country,segments.hotel_date_selection_type,segments.hotel_length_of_stay,segments.hotel_price_bucket,segments.hotel_rate_rule_id,segments.hotel_rate_type,segments.hotel_state,segments.month,segments.partner_hotel_id,segments.quarter,segments.week,segments.year",True,N/A
SEGMENT,RESOURCE_NAME,Resource name of the geo target constant that represents a county.,True,segments.geo_target_county,False,True,"ad_group,campaign,geographic_view,metrics.all_conversions,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_value,metrics.average_cost,metrics.average_cpc,metrics.average_cpm,metrics.average_cpv,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_value,metrics.cost_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cross_device_conversions,metrics.ctr,metrics.impressions,metrics.interaction_event_types,metrics.interaction_rate,metrics.interactions,metrics.value_per_all_conversions,metrics.value_per_conversion,metrics.video_view_rate,metrics.video_views,metrics.view_through_conversions,segments.ad_network_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.date,segments.day_of_week,segments.device,segments.external_conversion_source,segments.geo_target_airport,segments.geo_target_canton,segments.geo_target_city,segments.geo_target_district,segments.geo_target_metro,segments.geo_target_most_specific_location,segments.geo_target_postal_code,segments.geo_target_province,segments.geo_target_region,segments.geo_target_state,segments.month,segments.month_of_year,segments.quarter,segments.week,segments.year,user_location_view",True,N/A
SEGMENT,RESOURCE_NAME,Resource name of the geo target constant that represents a district.,True,segments.geo_target_district,False,True,"ad_group,campaign,geographic_view,metrics.all_conversions,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_value,metrics.average_cost,metrics.average_cpc,metrics.average_cpm,metrics.average_cpv,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_value,metrics.cost_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cross_device_conversions,metrics.ctr,metrics.impressions,metrics.interaction_event_types,metrics.interaction_rate,metrics.interactions,metrics.value_per_all_conversions,metrics.value_per_conversion,metrics.video_view_rate,metrics.video_views,metrics.view_through_conversions,segments.ad_network_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.date,segments.day_of_week,segments.device,segments.external_conversion_source,segments.geo_target_airport,segments.geo_target_canton,segments.geo_target_city,segments.geo_target_county,segments.geo_target_metro,segments.geo_target_most_specific_location,segments.geo_target_postal_code,segments.geo_target_province,segments.geo_target_region,segments.geo_target_state,segments.month,segments.month_of_year,segments.quarter,segments.week,segments.year,user_location_view",True,N/A
SEGMENT,RESOURCE_NAME,Resource name of the geo target constant that represents a metro.,True,segments.geo_target_metro,False,True,"ad_group,campaign,customer,geographic_view,metrics.absolute_top_impression_percentage,metrics.all_conversions,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_value,metrics.average_cost,metrics.average_cpc,metrics.average_cpm,metrics.average_cpv,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_value,metrics.cost_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cross_device_conversions,metrics.ctr,metrics.impressions,metrics.interaction_event_types,metrics.interaction_rate,metrics.interactions,metrics.top_impression_percentage,metrics.value_per_all_conversions,metrics.value_per_conversion,metrics.video_view_rate,metrics.video_views,metrics.view_through_conversions,segments.ad_network_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.date,segments.day_of_week,segments.device,segments.external_conversion_source,segments.geo_target_airport,segments.geo_target_canton,segments.geo_target_city,segments.geo_target_county,segments.geo_target_district,segments.geo_target_most_specific_location,segments.geo_target_postal_code,segments.geo_target_province,segments.geo_target_region,segments.geo_target_state,segments.month,segments.month_of_year,segments.quarter,segments.week,segments.year,user_location_view",True,N/A
SEGMENT,RESOURCE_NAME,Resource name of the geo target constant that represents the most specific location.,True,segments.geo_target_most_specific_location,False,True,"ad_group,campaign,geographic_view,metrics.all_conversions,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_value,metrics.average_cost,metrics.average_cpc,metrics.average_cpm,metrics.average_cpv,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_value,metrics.cost_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cross_device_conversions,metrics.ctr,metrics.impressions,metrics.interaction_event_types,metrics.interaction_rate,metrics.interactions,metrics.value_per_all_conversions,metrics.value_per_conversion,metrics.video_view_rate,metrics.video_views,metrics.view_through_conversions,segments.ad_network_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.date,segments.day_of_week,segments.device,segments.external_conversion_source,segments.geo_target_airport,segments.geo_target_canton,segments.geo_target_city,segments.geo_target_county,segments.geo_target_district,segments.geo_target_metro,segments.geo_target_postal_code,segments.geo_target_province,segments.geo_target_region,segments.geo_target_state,segments.month,segments.month_of_year,segments.quarter,segments.week,segments.year,user_location_view",True,N/A
SEGMENT,RESOURCE_NAME,Resource name of the geo target constant that represents a postal code.,True,segments.geo_target_postal_code,False,True,"ad_group,campaign,geographic_view,metrics.all_conversions,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_value,metrics.average_cost,metrics.average_cpc,metrics.average_cpm,metrics.average_cpv,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_value,metrics.cost_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cross_device_conversions,metrics.ctr,metrics.impressions,metrics.interaction_event_types,metrics.interaction_rate,metrics.interactions,metrics.value_per_all_conversions,metrics.value_per_conversion,metrics.video_view_rate,metrics.video_views,metrics.view_through_conversions,segments.ad_network_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.date,segments.day_of_week,segments.device,segments.external_conversion_source,segments.geo_target_airport,segments.geo_target_canton,segments.geo_target_city,segments.geo_target_county,segments.geo_target_district,segments.geo_target_metro,segments.geo_target_most_specific_location,segments.geo_target_province,segments.geo_target_region,segments.geo_target_state,segments.month,segments.month_of_year,segments.quarter,segments.week,segments.year,user_location_view",True,N/A
SEGMENT,RESOURCE_NAME,Resource name of the geo target constant that represents a province.,True,segments.geo_target_province,False,True,"ad_group,campaign,geographic_view,metrics.all_conversions,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_value,metrics.average_cost,metrics.average_cpc,metrics.average_cpm,metrics.average_cpv,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_value,metrics.cost_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cross_device_conversions,metrics.ctr,metrics.impressions,metrics.interaction_event_types,metrics.interaction_rate,metrics.interactions,metrics.value_per_all_conversions,metrics.value_per_conversion,metrics.video_view_rate,metrics.video_views,metrics.view_through_conversions,segments.ad_network_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.date,segments.day_of_week,segments.device,segments.external_conversion_source,segments.geo_target_airport,segments.geo_target_canton,segments.geo_target_city,segments.geo_target_county,segments.geo_target_district,segments.geo_target_metro,segments.geo_target_most_specific_location,segments.geo_target_postal_code,segments.geo_target_region,segments.geo_target_state,segments.month,segments.month_of_year,segments.quarter,segments.week,segments.year,user_location_view",True,N/A
SEGMENT,RESOURCE_NAME,Resource name of the geo target constant that represents a region.,True,segments.geo_target_region,False,True,"ad_group,campaign,customer,geographic_view,metrics.absolute_top_impression_percentage,metrics.all_conversions,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_value,metrics.average_cost,metrics.average_cpc,metrics.average_cpm,metrics.average_cpv,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_value,metrics.cost_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cross_device_conversions,metrics.ctr,metrics.impressions,metrics.interaction_event_types,metrics.interaction_rate,metrics.interactions,metrics.top_impression_percentage,metrics.value_per_all_conversions,metrics.value_per_conversion,metrics.video_view_rate,metrics.video_views,metrics.view_through_conversions,segments.ad_network_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.date,segments.day_of_week,segments.device,segments.external_conversion_source,segments.geo_target_airport,segments.geo_target_canton,segments.geo_target_city,segments.geo_target_county,segments.geo_target_district,segments.geo_target_metro,segments.geo_target_most_specific_location,segments.geo_target_postal_code,segments.geo_target_province,segments.geo_target_state,segments.month,segments.month_of_year,segments.quarter,segments.week,segments.year,user_location_view",True,N/A
SEGMENT,RESOURCE_NAME,Resource name of the geo target constant that represents a state.,True,segments.geo_target_state,False,True,"ad_group,campaign,geographic_view,metrics.all_conversions,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_value,metrics.average_cost,metrics.average_cpc,metrics.average_cpm,metrics.average_cpv,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_value,metrics.cost_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cross_device_conversions,metrics.ctr,metrics.impressions,metrics.interaction_event_types,metrics.interaction_rate,metrics.interactions,metrics.value_per_all_conversions,metrics.value_per_conversion,metrics.video_view_rate,metrics.video_views,metrics.view_through_conversions,segments.ad_network_type,segments.conversion_action,segments.conversion_action_category,segments.conversion_action_name,segments.date,segments.day_of_week,segments.device,segments.external_conversion_source,segments.geo_target_airport,segments.geo_target_canton,segments.geo_target_city,segments.geo_target_county,segments.geo_target_district,segments.geo_target_metro,segments.geo_target_most_specific_location,segments.geo_target_postal_code,segments.geo_target_province,segments.geo_target_region,segments.month,segments.month_of_year,segments.quarter,segments.week,segments.year,user_location_view",True,N/A
SEGMENT,INT64,Hotel booking window in days.,True,segments.hotel_booking_window_days,False,True,"ad_group,campaign,hotel_performance_view,metrics.all_conversions,metrics.all_conversions_from_interactions_rate,metrics.all_conversions_from_interactions_value_per_interaction,metrics.all_conversions_value,metrics.all_conversions_value_per_cost,metrics.average_cpc,metrics.average_cpm,metrics.clicks,metrics.conversions,metrics.conversions_from_interactions_rate,metrics.conversions_from_interactions_value_per_interaction,metrics.conversions_value,metrics.conversions_value_per_cost,metrics.cost_micros,metrics.cost_per_all_conversions,metrics.cost_per_conversion,metrics.cross_device_conversions,metrics.ctr,metrics.hotel_average_lead_value_micros,metrics.hotel_eligible_impressions,metrics.hotel_price_difference_percentage,metrics.impressions,metrics.search_absolute_top_impression_share,metrics.search_budget_lost_absolute_top_impression_share,metrics.search_budget_lost_impression_share,metrics.search_budget_lost_top_impression_share,metrics.search_click_share,metrics.search_impression_share,metrics.search_rank_lost_absolute_top_impression_share,metrics.search_rank_lost_impression_share,metrics.search_rank_lost_top_impression_share,metrics.search_top_impression_share,metrics.value_per_all_conversions,metrics.value_per_conversion,segments.ad_network_type,segments.click_type,segments.date,segments.day_of_week,segments.device,segments.geo_target_country,segments.hotel_center_id,segments.hotel_check_in_date,segments.hotel_check_in_day_of_week,segments.hotel_city,segments.hotel_class,segments.hotel_country,segments.hotel_date_selection_type,segments.hotel_length_of_stay,segments.hotel_price_bucket,segments.hotel_state,segments.hour,segments.month,segments.partner_hotel_id,segments.quarter,segments.week,segments.year",True,N/A
