Difference in record 'custom_audience': Field 'id' - Version 1: '301', Version 2: '77'
Difference in record 'custom_audience': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'custom_conversion_goal': Field 'id' - Version 1: '302', Version 2: '73'
Difference in record 'custom_conversion_goal': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'conversion_custom_variable': Field 'id' - Version 1: '303', Version 2: '78'
Difference in record 'conversion_custom_variable': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'campaign_label': Field 'id' - Version 1: '304', Version 2: '86'
Difference in record 'campaign_label': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'change_status': Field 'id' - Version 1: '305', Version 2: '83'
Difference in record 'change_status': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'carrier_constant': Field 'id' - Version 1: '306', Version 2: '90'
Difference in record 'carrier_constant': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'campaign_simulation': Field 'id' - Version 1: '307', Version 2: '91'
Difference in record 'campaign_simulation': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'change_event': Field 'id' - Version 1: '308', Version 2: '84'
Difference in record 'change_event': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'campaign_feed': Field 'id' - Version 1: '309', Version 2: '93'
Difference in record 'campaign_feed': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'campaign_extension_setting': Field 'id' - Version 1: '310', Version 2: '113'
Difference in record 'campaign_extension_setting': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'campaign_customizer': Field 'id' - Version 1: '311', Version 2: '92'
Difference in record 'campaign_customizer': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'campaign_shared_set': Field 'id' - Version 1: '312', Version 2: '85'
Difference in record 'campaign_shared_set': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'campaign_criterion': Field 'id' - Version 1: '313', Version 2: '89'
Difference in record 'campaign_criterion': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'campaign_conversion_goal': Field 'id' - Version 1: '314', Version 2: '94'
Difference in record 'campaign_conversion_goal': Field 'version' - Version 1: '14', Version 2: '15'
Difference in record 'campaign_asset_set': Field 'id' - Version 1: '315', Version 2: '105'
Difference in record 'campaign_asset_set': Field 'version' - Version 1: '14', Version 2: '15'
