field_filterable,field_repeated,field_selectable,field_sortable,field_selectable_with,field_field_description,field_category,field_data_type,field_name,field_type_url
False,False,True,False,[B@403c22d4,Output only. The marginal ROI campaign budget recommendation.,ATTRIBUTE,MESSAGE,recommendation.marginal_roi_campaign_budget_recommendation,google.ads.googleads.v15.resources.Recommendation.CampaignBudgetRecommendation
False,False,True,False,[B@1bdb3ff,Output only. The MaximizeClicks Opt-In recommendation.,ATTRIBUTE,MESSAGE,recommendation.maximize_clicks_opt_in_recommendation,google.ads.googleads.v15.resources.Recommendation.MaximizeClicksOptInRecommendation
False,False,True,False,[B@15410d3f,Output only. The MaximizeConversions Opt-In recommendation.,ATTRIBUTE,MESSAGE,recommendation.maximize_conversions_opt_in_recommendation,google.ads.googleads.v15.resources.Recommendation.MaximizeConversionsOptInRecommendation
False,False,True,False,[B@9e63fb4,Output only. The Dynamic Search Ads to Performance Max migration recommendation.,ATTRIBUTE,MESSAGE,recommendation.migrate_dynamic_search_ads_campaign_to_performance_max_recommendation,google.ads.googleads.v15.resources.Recommendation.MigrateDynamicSearchAdsCampaignToPerformanceMaxRecommendation
False,False,True,False,[B@286d86de,Output only. The move unused budget recommendation.,ATTRIBUTE,MESSAGE,recommendation.move_unused_budget_recommendation,google.ads.googleads.v15.resources.Recommendation.MoveUnusedBudgetRecommendation
False,False,True,False,[B@4423ea67,Output only. The Optimize Ad Rotation recommendation.,ATTRIBUTE,MESSAGE,recommendation.optimize_ad_rotation_recommendation,google.ads.googleads.v15.resources.Recommendation.OptimizeAdRotationRecommendation
False,False,True,False,[B@59163f29,Output only. The Performance Max Opt In recommendation.,ATTRIBUTE,MESSAGE,recommendation.performance_max_opt_in_recommendation,google.ads.googleads.v15.resources.Recommendation.PerformanceMaxOptInRecommendation
False,False,True,False,[B@61b5b020,Output only. The raise target CPA bid too low recommendation.,ATTRIBUTE,MESSAGE,recommendation.raise_target_cpa_bid_too_low_recommendation,google.ads.googleads.v15.resources.Recommendation.RaiseTargetCpaBidTooLowRecommendation
False,False,True,False,[B@25aa81be,Output only. Recommendation to raise Target CPA.,ATTRIBUTE,MESSAGE,recommendation.raise_target_cpa_recommendation,google.ads.googleads.v15.resources.Recommendation.RaiseTargetCpaRecommendation
True,False,True,False,[B@7e8137be,Immutable. The resource name of the recommendation. customers/{customer_id}/recommendations/{recommendation_id},ATTRIBUTE,RESOURCE_NAME,recommendation.resource_name,N/A
False,False,True,False,[B@1686b030,Output only. The responsive search ad asset recommendation.,ATTRIBUTE,MESSAGE,recommendation.responsive_search_ad_asset_recommendation,google.ads.googleads.v15.resources.Recommendation.ResponsiveSearchAdAssetRecommendation
False,False,True,False,[B@5afe3670,Output only. The responsive search ad improve ad strength recommendation.,ATTRIBUTE,MESSAGE,recommendation.responsive_search_ad_improve_ad_strength_recommendation,google.ads.googleads.v15.resources.Recommendation.ResponsiveSearchAdImproveAdStrengthRecommendation
False,False,True,False,[B@2ba8ebe0,Output only. The add responsive search ad recommendation.,ATTRIBUTE,MESSAGE,recommendation.responsive_search_ad_recommendation,google.ads.googleads.v15.resources.Recommendation.ResponsiveSearchAdRecommendation
False,False,True,False,[B@5c6305ec,Output only. The Search Partners Opt-In recommendation.,ATTRIBUTE,MESSAGE,recommendation.search_partners_opt_in_recommendation,google.ads.googleads.v15.resources.Recommendation.SearchPartnersOptInRecommendation
False,False,True,False,[B@7f473960,Output only. The set target CPA recommendation.,ATTRIBUTE,MESSAGE,recommendation.set_target_cpa_recommendation,google.ads.googleads.v15.resources.Recommendation.ForecastingSetTargetCpaRecommendation
False,False,True,False,[B@54a1cd4e,Output only. The set target ROAS recommendation.,ATTRIBUTE,MESSAGE,recommendation.set_target_roas_recommendation,google.ads.googleads.v15.resources.Recommendation.ForecastingSetTargetRoasRecommendation
False,False,True,False,[B@38bacbd1,Output only. The shopping add age group recommendation.,ATTRIBUTE,MESSAGE,recommendation.shopping_add_age_group_recommendation,google.ads.googleads.v15.resources.Recommendation.ShoppingOfferAttributeRecommendation
False,False,True,False,[B@7cb2e54f,Output only. The shopping add color recommendation.,ATTRIBUTE,MESSAGE,recommendation.shopping_add_color_recommendation,google.ads.googleads.v15.resources.Recommendation.ShoppingOfferAttributeRecommendation
False,False,True,False,[B@3a785f80,Output only. The shopping add gender recommendation.,ATTRIBUTE,MESSAGE,recommendation.shopping_add_gender_recommendation,google.ads.googleads.v15.resources.Recommendation.ShoppingOfferAttributeRecommendation
True,False,True,True,[B@60692e3c,Output only. The hotel center id of the hotel account. This field is read only,ATTRIBUTE,INT64,product_link_invitation.hotel_center.hotel_center_id,N/A
False,False,True,False,[B@e6395a3,Output only. The shopping add GTIN recommendation.,ATTRIBUTE,MESSAGE,recommendation.shopping_add_gtin_recommendation,google.ads.googleads.v15.resources.Recommendation.ShoppingOfferAttributeRecommendation
False,False,True,False,[B@651091bd,Output only. The shopping add more identifiers recommendation.,ATTRIBUTE,MESSAGE,recommendation.shopping_add_more_identifiers_recommendation,google.ads.googleads.v15.resources.Recommendation.ShoppingOfferAttributeRecommendation
False,False,True,False,[B@1d6c56c0,Output only. The shopping add products to campaign recommendation.,ATTRIBUTE,MESSAGE,recommendation.shopping_add_products_to_campaign_recommendation,google.ads.googleads.v15.resources.Recommendation.ShoppingAddProductsToCampaignRecommendation
True,False,True,True,[B@34dd839f,Output only. The Merchant Center id of the Merchant account. This field is read only,ATTRIBUTE,INT64,product_link_invitation.merchant_center.merchant_center_id,N/A
True,False,True,True,[B@2601d62a,Output only. The ID of the product link invitation. This field is read only.,ATTRIBUTE,INT64,product_link_invitation.product_link_invitation_id,N/A
True,False,True,False,[B@47fd262e,Immutable. The resource name of a product link invitation. Product link invitation resource names have the form: customers/{customer_id}/productLinkInvitations/{product_link_invitation_id},ATTRIBUTE,RESOURCE_NAME,product_link_invitation.resource_name,N/A
True,False,True,True,[B@3858b247,Output only. The status of the product link invitation. This field is read only.,ATTRIBUTE,"ACCEPTED,EXPIRED,PENDING_APPROVAL,REJECTED,REQUESTED,REVOKED,UNKNOWN,UNSPECIFIED",product_link_invitation.status,google.ads.googleads.v15.enums.ProductLinkInvitationStatusEnum.ProductLinkInvitationStatus
False,False,True,False,[B@60c11fa8,Output only. The shopping add size recommendation.,ATTRIBUTE,MESSAGE,recommendation.shopping_add_size_recommendation,google.ads.googleads.v15.resources.Recommendation.ShoppingOfferAttributeRecommendation
False,False,True,False,[B@48d9351c,Output only. The shopping fix disapproved products recommendation.,ATTRIBUTE,MESSAGE,recommendation.shopping_fix_disapproved_products_recommendation,google.ads.googleads.v15.resources.Recommendation.ShoppingFixDisapprovedProductsRecommendation
False,False,True,False,[B@663ba67f,Output only. The shopping fix Merchant Center account suspension warning recommendation.,ATTRIBUTE,MESSAGE,recommendation.shopping_fix_merchant_center_account_suspension_warning_recommendation,google.ads.googleads.v15.resources.Recommendation.ShoppingMerchantCenterAccountSuspensionRecommendation
True,False,True,True,[B@1b8cea75,Output only. The type of the invited account. This field is read only and can be used for filtering invitations with {@code GoogleAdsService.SearchGoogleAdsRequest}.,ATTRIBUTE,"DATA_PARTNER,GOOGLE_ADS,HOTEL_CENTER,MERCHANT_CENTER,UNKNOWN,UNSPECIFIED",product_link_invitation.type,google.ads.googleads.v15.enums.LinkedProductTypeEnum.LinkedProductType
False,False,True,False,[B@73588af3,Output only. The shopping fix suspended Merchant Center account recommendation.,ATTRIBUTE,MESSAGE,recommendation.shopping_fix_suspended_merchant_center_account_recommendation,google.ads.googleads.v15.resources.Recommendation.ShoppingMerchantCenterAccountSuspensionRecommendation
False,False,True,False,[B@72a83051,Output only. The shopping migrate Regular Shopping Campaign offers to Performance Max recommendation.,ATTRIBUTE,MESSAGE,recommendation.shopping_migrate_regular_shopping_campaign_offers_to_performance_max_recommendation,google.ads.googleads.v15.resources.Recommendation.ShoppingMigrateRegularShoppingCampaignOffersToPerformanceMaxRecommendation
False,False,True,False,[B@491b6825,Output only. The shopping target all offers recommendation.,ATTRIBUTE,MESSAGE,recommendation.shopping_target_all_offers_recommendation,google.ads.googleads.v15.resources.Recommendation.ShoppingTargetAllOffersRecommendation
False,False,True,False,[B@35b8ec31,Output only. The sitelink asset recommendation.,ATTRIBUTE,MESSAGE,recommendation.sitelink_asset_recommendation,google.ads.googleads.v15.resources.Recommendation.SitelinkAssetRecommendation
False,False,True,False,[B@280e767,Output only. The TargetCPA opt-in recommendation.,ATTRIBUTE,MESSAGE,recommendation.target_cpa_opt_in_recommendation,google.ads.googleads.v15.resources.Recommendation.TargetCpaOptInRecommendation
False,False,True,False,[B@319965de,Output only. The Target ROAS opt-in recommendation.,ATTRIBUTE,MESSAGE,recommendation.target_roas_opt_in_recommendation,google.ads.googleads.v15.resources.Recommendation.TargetRoasOptInRecommendation
True,False,True,True,[B@23d16988,Output only. The ID of the product category. This ID is equivalent to the google_product_category ID as described in this article: https://support.google.com/merchants/answer/6324436.,ATTRIBUTE,INT64,product_category_constant.category_id,N/A
False,False,True,False,[B@517ac0a7,Output only. Add expanded text ad recommendation.,ATTRIBUTE,MESSAGE,recommendation.text_ad_recommendation,google.ads.googleads.v15.resources.Recommendation.TextAdRecommendation
True,False,True,True,[B@5444be30,Output only. The type of recommendation.,ATTRIBUTE,"CALLOUT_ASSET,CALL_ASSET,CAMPAIGN_BUDGET,DISPLAY_EXPANSION_OPT_IN,DYNAMIC_IMAGE_EXTENSION_OPT_IN,ENHANCED_CPC_OPT_IN,FORECASTING_CAMPAIGN_BUDGET,FORECASTING_SET_TARGET_CPA,FORECASTING_SET_TARGET_ROAS,IMPROVE_PERFORMANCE_MAX_AD_STRENGTH,KEYWORD,KEYWORD_MATCH_TYPE,LOWER_TARGET_ROAS,MARGINAL_ROI_CAMPAIGN_BUDGET,MAXIMIZE_CLICKS_OPT_IN,MAXIMIZE_CONVERSIONS_OPT_IN,MIGRATE_DYNAMIC_SEARCH_ADS_CAMPAIGN_TO_PERFORMANCE_MAX,MOVE_UNUSED_BUDGET,OPTIMIZE_AD_ROTATION,PERFORMANCE_MAX_OPT_IN,RAISE_TARGET_CPA,RAISE_TARGET_CPA_BID_TOO_LOW,RESPONSIVE_SEARCH_AD,RESPONSIVE_SEARCH_AD_ASSET,RESPONSIVE_SEARCH_AD_IMPROVE_AD_STRENGTH,SEARCH_PARTNERS_OPT_IN,SET_TARGET_CPA,SET_TARGET_ROAS,SHOPPING_ADD_AGE_GROUP,SHOPPING_ADD_COLOR,SHOPPING_ADD_GENDER,SHOPPING_ADD_GTIN,SHOPPING_ADD_MORE_IDENTIFIERS,SHOPPING_ADD_PRODUCTS_TO_CAMPAIGN,SHOPPING_ADD_SIZE,SHOPPING_FIX_DISAPPROVED_PRODUCTS,SHOPPING_FIX_MERCHANT_CENTER_ACCOUNT_SUSPENSION_WARNING,SHOPPING_FIX_SUSPENDED_MERCHANT_CENTER_ACCOUNT,SHOPPING_MIGRATE_REGULAR_SHOPPING_CAMPAIGN_OFFERS_TO_PERFORMANCE_MAX,SHOPPING_TARGET_ALL_OFFERS,SITELINK_ASSET,TARGET_CPA_OPT_IN,TARGET_ROAS_OPT_IN,TEXT_AD,UNKNOWN,UNSPECIFIED,UPGRADE_LOCAL_CAMPAIGN_TO_PERFORMANCE_MAX,UPGRADE_SMART_SHOPPING_CAMPAIGN_TO_PERFORMANCE_MAX,USE_BROAD_MATCH_KEYWORD",recommendation.type,google.ads.googleads.v15.enums.RecommendationTypeEnum.RecommendationType
False,False,True,False,[B@2e8996f3,Output only. The upgrade a Local campaign to a Performance Max campaign recommendation.,ATTRIBUTE,MESSAGE,recommendation.upgrade_local_campaign_to_performance_max_recommendation,google.ads.googleads.v15.resources.Recommendation.UpgradeLocalCampaignToPerformanceMaxRecommendation
True,False,True,True,[B@63c2783,Output only. Level of the product category.,ATTRIBUTE,"LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,UNKNOWN,UNSPECIFIED",product_category_constant.level,google.ads.googleads.v15.enums.ProductCategoryLevelEnum.ProductCategoryLevel
False,True,True,False,[B@144a01b,Output only. List of all available localizations of the product category.,ATTRIBUTE,MESSAGE,product_category_constant.localizations,google.ads.googleads.v15.resources.ProductCategoryConstant.ProductCategoryLocalization
True,False,True,False,[B@70802b3d,Output only. Resource name of the parent product category.,ATTRIBUTE,RESOURCE_NAME,product_category_constant.product_category_constant_parent,N/A
True,False,True,False,[B@12dc15d0,Output only. The resource name of the product category. Product category resource names have the form: productCategoryConstants/{level}~{category_id},ATTRIBUTE,RESOURCE_NAME,product_category_constant.resource_name,N/A
False,False,True,False,[B@753b2837,Output only. The upgrade a Smart Shopping campaign to a Performance Max campaign recommendation.,ATTRIBUTE,MESSAGE,recommendation.upgrade_smart_shopping_campaign_to_performance_max_recommendation,google.ads.googleads.v15.resources.Recommendation.UpgradeSmartShoppingCampaignToPerformanceMaxRecommendation
False,False,True,False,[B@515b0af3,Output only. The use broad match keyword recommendation.,ATTRIBUTE,MESSAGE,recommendation.use_broad_match_keyword_recommendation,google.ads.googleads.v15.resources.Recommendation.UseBroadMatchKeywordRecommendation
True,False,True,True,[B@20f30a26,Output only. State of the product category.,ATTRIBUTE,"ENABLED,OBSOLETE,UNKNOWN,UNSPECIFIED",product_category_constant.state,google.ads.googleads.v15.enums.ProductCategoryStateEnum.ProductCategoryState
True,False,True,True,[B@5273f97d,Immutable. The customer ID of the Data partner account. This field is required and should not be empty when creating a new data partner link. It is unable to be modified after the creation of the link.,ATTRIBUTE,INT64,product_link.data_partner.data_partner_id,N/A
True,False,True,True,[B@7e251994,Immutable. The resource name of the Google Ads account. This field is required and should not be empty when creating a new Google Ads link. It is unable to be modified after the creation of the link.,ATTRIBUTE,RESOURCE_NAME,product_link.google_ads.customer,N/A
True,False,True,True,[B@77208831,Immutable. The customer ID of the Google Merchant Center account. This field is required and should not be empty when creating a new Merchant Center link. It is unable to be modified after the creation of the link.,ATTRIBUTE,INT64,product_link.merchant_center.merchant_center_id,N/A
True,False,True,True,[B@4fba1ec9,Output only. The ID of the link. This field is read only.,ATTRIBUTE,INT64,product_link.product_link_id,N/A
True,False,True,False,[B@2cfbe52,Immutable. Resource name of the product link. ProductLink resource names have the form: customers/{customer_id}/productLinks/{product_link_id} ,ATTRIBUTE,RESOURCE_NAME,product_link.resource_name,N/A
True,False,True,True,[B@5470fe26,Output only. The type of the linked product.,ATTRIBUTE,"DATA_PARTNER,GOOGLE_ADS,HOTEL_CENTER,MERCHANT_CENTER,UNKNOWN,UNSPECIFIED",product_link.type,google.ads.googleads.v15.enums.LinkedProductTypeEnum.LinkedProductType
True,False,True,False,[B@27628599,The resource name of remarketing list to update data. Required for job of CUSTOMER_MATCH_USER_LIST type.,ATTRIBUTE,RESOURCE_NAME,offline_user_data_job.customer_match_user_list_metadata.user_list,N/A
True,False,True,True,[B@38b18bea,Immutable. User specified job ID.,ATTRIBUTE,INT64,offline_user_data_job.external_id,N/A
True,False,True,True,[B@47739f80,"Output only. Reason for the processing failure, if status is FAILED.",ATTRIBUTE,"HIGH_AVERAGE_TRANSACTION_VALUE,INSUFFICIENT_MATCHED_TRANSACTIONS,INSUFFICIENT_TRANSACTIONS,LOW_AVERAGE_TRANSACTION_VALUE,NEWLY_OBSERVED_CURRENCY_CODE,UNKNOWN,UNSPECIFIED",offline_user_data_job.failure_reason,google.ads.googleads.v15.enums.OfflineUserDataJobFailureReasonEnum.OfflineUserDataJobFailureReason
True,False,True,True,[B@14a1c886,Output only. ID of this offline user data job.,ATTRIBUTE,INT64,offline_user_data_job.id,N/A
True,False,True,True,[B@275cd9c6,"Output only. Match rate of the Customer Match user list upload. Describes the estimated match rate when the status of the job is ""RUNNING"" and final match rate when the final match rate is available after the status of the job is ""SUCCESS/FAILED"".",ATTRIBUTE,"MATCH_RANGE_20_TO_30,MATCH_RANGE_31_TO_40,MATCH_RANGE_41_TO_50,MATCH_RANGE_51_TO_60,MATCH_RANGE_61_TO_70,MATCH_RANGE_71_TO_80,MATCH_RANGE_81_TO_90,MATCH_RANGE_91_TO_100,MATCH_RANGE_LESS_THAN_20,UNKNOWN,UNSPECIFIED",offline_user_data_job.operation_metadata.match_rate_range,google.ads.googleads.v15.enums.OfflineUserDataJobMatchRateRangeEnum.OfflineUserDataJobMatchRateRange
True,False,True,False,[B@1306e81c,Immutable. The resource name of the offline user data job. Offline user data job resource names have the form: customers/{customer_id}/offlineUserDataJobs/{offline_user_data_job_id},ATTRIBUTE,RESOURCE_NAME,offline_user_data_job.resource_name,N/A
True,False,True,True,[B@48d2ea63,Output only. Status of the job.,ATTRIBUTE,"FAILED,PENDING,RUNNING,SUCCESS,UNKNOWN,UNSPECIFIED",offline_user_data_job.status,google.ads.googleads.v15.enums.OfflineUserDataJobStatusEnum.OfflineUserDataJobStatus
True,False,True,True,[B@52adee07,"This is the fraction of all transactions that are identifiable (for example, associated with any form of customer information). Required. The fraction needs to be between 0 and 1 (excluding 0).",ATTRIBUTE,DOUBLE,offline_user_data_job.store_sales_metadata.loyalty_fraction,N/A
True,False,True,True,[B@13fe9f7d,"Time the advertiser uploaded the data to the partner. Required. The format is ""YYYY-MM-DD HH:MM:SS"". Examples: ""2018-03-05 09:15:00"" or ""2018-02-01 14:34:30""",ATTRIBUTE,DATE,offline_user_data_job.store_sales_metadata.third_party_metadata.advertiser_upload_date_time,N/A
True,False,True,True,[B@371cc316,Version of partner IDs to be used for uploads. Required.,ATTRIBUTE,STRING,offline_user_data_job.store_sales_metadata.third_party_metadata.bridge_map_version_id,N/A
True,False,True,True,[B@68c2b664,ID of the third party partner updating the transaction feed.,ATTRIBUTE,INT64,offline_user_data_job.store_sales_metadata.third_party_metadata.partner_id,N/A
True,False,True,True,[B@5522b0ad,The fraction of valid transactions that are matched to a third party assigned user ID on the partner side. Required. The fraction needs to be between 0 and 1 (excluding 0).,ATTRIBUTE,DOUBLE,offline_user_data_job.store_sales_metadata.third_party_metadata.partner_match_fraction,N/A
