field_filterable,field_repeated,field_selectable,field_sortable,field_selectable_with,field_field_description,field_category,field_data_type,field_name,field_type_url
True,False,True,True,[B@5a54a15c,Second headline in the ad.,ATTRIBUTE,STRING,ad_group_ad.ad.call_ad.headline2,N/A
True,False,True,True,[B@42cb940,Minimum bid limit that can be set by the bid strategy. The limit applies to all keywords managed by the strategy. This should only be set for portfolio bid strategies.,ATTRIBUTE,INT64,campaign.target_roas.cpc_bid_floor_micros,N/A
True,False,True,True,[B@ef4f9f9,First part of text that can be appended to the URL in the ad. Optional.,ATTRIBUTE,STRING,ad_group_ad.ad.call_ad.path1,N/A
True,False,True,True,[B@2377e5cb,Output only. The chosen revenue (based on conversion data) per unit of spend.,ATTRIBUTE,DOUBLE,campaign.target_roas.target_roas,N/A
True,False,True,True,[B@5cd6eeb8,Second part of text that can be appended to the URL in the ad. This field can only be set when path1 is also set. Optional.,ATTRIBUTE,STRING,ad_group_ad.ad.call_ad.path2,N/A
True,False,True,True,[B@3dd1badb,Output only. Maximum bid limit that can be set by the bid strategy. The limit applies to all keywords managed by the strategy.,ATTRIBUTE,INT64,campaign.target_spend.cpc_bid_ceiling_micros,N/A
True,False,True,True,[B@1443a7a9,The phone number in the ad.,ATTRIBUTE,STRING,ad_group_ad.ad.call_ad.phone_number,N/A
True,False,True,True,[B@8064157,The URL to be used for phone number verification.,ATTRIBUTE,STRING,ad_group_ad.ad.call_ad.phone_number_verification_url,N/A
True,False,True,True,[B@634ecdc1,"Output only. The spend target under which to maximize clicks. A TargetSpend bidder will attempt to spend the smaller of this value or the natural throttling spend amount. If not specified, the budget is used as the spend target. This field is deprecated and should no longer be used. See https://ads-developers.googleblog.com/2020/05/reminder-about-sunset-creation-of.html for details.",ATTRIBUTE,INT64,campaign.target_spend.target_spend_micros,N/A
True,False,True,True,[B@5379b411,"The device preference for the ad. You can only specify a preference for mobile devices. When this preference is set the ad will be preferred over other ads when being displayed on a mobile device. The ad can still be displayed on other device types, for example, if no other ads are available. If unspecified (no device preference), all devices are targeted. This is only supported by some ad types.",ATTRIBUTE,"CONNECTED_TV,DESKTOP,MOBILE,OTHER,TABLET,UNKNOWN,UNSPECIFIED",ad_group_ad.ad.device_preference,google.ads.googleads.v15.enums.DeviceEnum.Device
False,True,True,False,[B@5a0e3f38,The per-targeting-dimension setting to restrict the reach of your campaign or ad group.,ATTRIBUTE,MESSAGE,campaign.targeting_setting.target_restrictions,google.ads.googleads.v15.common.TargetRestriction
True,False,True,True,[B@6038d1d7,Required. The Advertiser/brand name.,ATTRIBUTE,STRING,ad_group_ad.ad.discovery_carousel_ad.business_name,N/A
True,False,True,True,[B@758d28d4,Output only. The url used for dynamic tracking.,ATTRIBUTE,STRING,campaign.tracking_setting.tracking_url,N/A
True,False,True,True,[B@6b4ac348,Call to action text.,ATTRIBUTE,STRING,ad_group_ad.ad.discovery_carousel_ad.call_to_action_text,N/A
True,False,True,False,[B@4016c6e6,Output only. The resource name of the product group view. Product group view resource names have the form: customers/{customer_id}/productGroupViews/{ad_group_id}~{criterion_id},ATTRIBUTE,RESOURCE_NAME,product_group_view.resource_name,N/A
True,False,True,False,[B@6686015a,Output only. The resource name of the parental status view. Parental Status view resource names have the form: customers/{customer_id}/parentalStatusViews/{ad_group_id}~{criterion_id},ATTRIBUTE,RESOURCE_NAME,parental_status_view.resource_name,N/A
True,False,True,True,[B@7a515ed6,The URL template for constructing a tracking URL.,ATTRIBUTE,STRING,campaign.tracking_url_template,N/A
False,True,True,False,[B@473c9257,Required. Carousel cards that will display with the ad. Min 2 max 10.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.discovery_carousel_ad.carousel_cards,google.ads.googleads.v15.common.AdDiscoveryCarouselCardAsset
True,False,True,True,[B@316b5da0,Immutable. The Travel account ID associated with the Travel campaign.,ATTRIBUTE,INT64,campaign.travel_campaign_settings.travel_account_id,N/A
True,False,False,False,[B@67311606,The Asset resource name of this discovery carousel card.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.discovery_carousel_ad.carousel_cards.asset,N/A
False,True,True,False,[B@17e653d8,"The list of mappings used to substitute custom parameter tags in a tracking_url_template, final_urls, or mobile_final_urls.",ATTRIBUTE,MESSAGE,campaign.url_custom_parameters,google.ads.googleads.v15.common.CustomParameter
False,False,True,False,[B@346bd559,Required. The descriptive text of the ad.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.discovery_carousel_ad.description,google.ads.googleads.v15.common.AdTextAsset
True,False,True,True,[B@5f060829,"Represents opting out of URL expansion to more targeted URLs. If opted out (true), only the final URLs in the asset group or URLs specified in the advertiser's Google Merchant Center or business data feeds are targeted. If opted in (false), the entire domain will be targeted. This field can only be set for Performance Max campaigns, where the default value is false.",ATTRIBUTE,BOOLEAN,campaign.url_expansion_opt_out,N/A
False,False,True,False,[B@3068b4e9,Required. Headline of the ad.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.discovery_carousel_ad.headline,google.ads.googleads.v15.common.AdTextAsset
True,False,True,True,[B@153559af,The display mode for vanity pharma URLs.,ATTRIBUTE,"MANUFACTURER_WEBSITE_URL,UNKNOWN,UNSPECIFIED,WEBSITE_DESCRIPTION",campaign.vanity_pharma.vanity_pharma_display_url_mode,google.ads.googleads.v15.enums.VanityPharmaDisplayUrlModeEnum.VanityPharmaDisplayUrlMode
False,False,True,False,[B@7f9e874d,Required. Logo image to be used in the ad. The minimum size is 128x128 and the aspect ratio must be 1:1(+-1%).,ATTRIBUTE,MESSAGE,ad_group_ad.ad.discovery_carousel_ad.logo_image,google.ads.googleads.v15.common.AdImageAsset
True,False,True,True,[B@10368fd7,Output only. The place ID of the per store view.,ATTRIBUTE,STRING,per_store_view.place_id,N/A
True,False,True,True,[B@658caec4,The text that will be displayed in display URL of the text ad when website description is the selected display mode for vanity pharma URLs.,ATTRIBUTE,"MEDICAL_DEVICE_WEBSITE_EN,MEDICAL_DEVICE_WEBSITE_ES,PRESCRIPTION_CONTRACEPTION_WEBSITE_EN,PRESCRIPTION_CONTRACEPTION_WEBSITE_ES,PRESCRIPTION_DEVICE_WEBSITE_EN,PRESCRIPTION_DEVICE_WEBSITE_ES,PRESCRIPTION_TREATMENT_WEBSITE_EN,PRESCRIPTION_TREATMENT_WEBSITE_ES,PRESCRIPTION_VACCINE_WEBSITE_EN,PRESCRIPTION_VACCINE_WEBSITE_ES,PREVENTATIVE_TREATMENT_WEBSITE_EN,PREVENTATIVE_TREATMENT_WEBSITE_ES,UNKNOWN,UNSPECIFIED",campaign.vanity_pharma.vanity_pharma_text,google.ads.googleads.v15.enums.VanityPharmaTextEnum.VanityPharmaText
True,False,False,False,[B@5acb6bfb,The Asset resource name of this image.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.discovery_carousel_ad.logo_image.asset,N/A
True,False,True,False,[B@51e42b00,Output only. The resource name of the per store view. Per Store view resource names have the form: customers/{customer_id}/perStoreViews/{place_id},ATTRIBUTE,RESOURCE_NAME,per_store_view.resource_name,N/A
True,False,True,True,[B@75884edc,Output only. 3-Tier Brand Safety setting for the campaign.,ATTRIBUTE,"EXPANDED_INVENTORY,LIMITED_INVENTORY,STANDARD_INVENTORY,UNKNOWN,UNSPECIFIED",campaign.video_brand_safety_suitability,google.ads.googleads.v15.enums.BrandSafetySuitabilityEnum.BrandSafetySuitability
True,False,True,True,[B@75f22427,The Advertiser/brand name. Maximum display width is 25. Required.,ATTRIBUTE,STRING,ad_group_ad.ad.discovery_multi_asset_ad.business_name,N/A
True,False,True,True,[B@74670dd1,Call to action text.,ATTRIBUTE,STRING,ad_group_ad.ad.discovery_multi_asset_ad.call_to_action_text,N/A
True,False,True,False,[B@42b9476,Output only. The ad group the search term served in.,ATTRIBUTE,RESOURCE_NAME,search_term_view.ad_group,N/A
False,True,True,False,[B@3362d481,The descriptive text of the ad. Maximum display width is 90. At least 1 and max 5 descriptions can be specified.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.discovery_multi_asset_ad.descriptions,google.ads.googleads.v15.common.AdTextAsset
True,False,True,False,[B@57551dd6,Output only. The resource name of the search term view. Search term view resource names have the form: customers/{customer_id}/searchTermViews/{campaign_id}~{ad_group_id}~{URL-base64_search_term},ATTRIBUTE,RESOURCE_NAME,search_term_view.resource_name,N/A
True,False,True,True,[B@1b108b68,Output only. The search term.,ATTRIBUTE,STRING,search_term_view.search_term,N/A
True,False,True,True,[B@43403458,Output only. Indicates whether the search term is currently one of your targeted or excluded keywords.,ATTRIBUTE,"ADDED,ADDED_EXCLUDED,EXCLUDED,NONE,UNKNOWN,UNSPECIFIED",search_term_view.status,google.ads.googleads.v15.enums.SearchTermTargetingStatusEnum.SearchTermTargetingStatus
False,True,True,False,[B@66a3266d,Headline text asset of the ad. Maximum display width is 30. At least 1 and max 5 headlines can be specified.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.discovery_multi_asset_ad.headlines,google.ads.googleads.v15.common.AdTextAsset
True,False,True,True,[B@19673cc2,Boolean option that indicates if this ad must be served with lead form.,ATTRIBUTE,BOOLEAN,ad_group_ad.ad.discovery_multi_asset_ad.lead_form_only,N/A
False,True,True,False,[B@633bf4d,"Logo image assets to be used in the ad. Valid image types are GIF, JPEG, and PNG. The minimum size is 128x128 and the aspect ratio must be 1:1(+-1%). At least 1 and max 5 logo images can be specified.",ATTRIBUTE,MESSAGE,ad_group_ad.ad.discovery_multi_asset_ad.logo_images,google.ads.googleads.v15.common.AdImageAsset
True,False,True,False,[B@4493a927,Output only. The resource name of the location view. Location view resource names have the form: customers/{customer_id}/locationViews/{campaign_id}~{criterion_id},ATTRIBUTE,RESOURCE_NAME,location_view.resource_name,N/A
True,False,False,False,[B@3b7c7f96,The Asset resource name of this image.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.discovery_multi_asset_ad.logo_images.asset,N/A
True,False,True,False,[B@1bddd517,Output only. The resource name of the search term view. Search term view resource names have the form: customers/{customer_id}/paidOrganicSearchTermViews/{campaign_id}~ {ad_group_id}~{URL-base64 search term},ATTRIBUTE,RESOURCE_NAME,paid_organic_search_term_view.resource_name,N/A
False,True,True,False,[B@8fc8f6,"Marketing image assets to be used in the ad. Valid image types are GIF, JPEG, and PNG. The minimum size is 600x314 and the aspect ratio must be 1.91:1 (+-1%). Required if square_marketing_images is not present. Combined with square_marketing_images and portrait_marketing_images the maximum is 20.",ATTRIBUTE,MESSAGE,ad_group_ad.ad.discovery_multi_asset_ad.marketing_images,google.ads.googleads.v15.common.AdImageAsset
True,False,True,True,[B@598c9351,Output only. The search term.,ATTRIBUTE,STRING,paid_organic_search_term_view.search_term,N/A
True,False,False,False,[B@1d4d739,The Asset resource name of this image.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.discovery_multi_asset_ad.marketing_images.asset,N/A
False,True,True,False,[B@7454df79,"Portrait marketing image assets to be used in the ad. Valid image types are GIF, JPEG, and PNG. The minimum size is 480x600 and the aspect ratio must be 4:5 (+-1%). Combined with marketing_images and square_marketing_images the maximum is 20.",ATTRIBUTE,MESSAGE,ad_group_ad.ad.discovery_multi_asset_ad.portrait_marketing_images,google.ads.googleads.v15.common.AdImageAsset
True,False,False,False,[B@a62617d,The Asset resource name of this image.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.discovery_multi_asset_ad.portrait_marketing_images.asset,N/A
False,True,True,False,[B@37497d7b,"Square marketing image assets to be used in the ad. Valid image types are GIF, JPEG, and PNG. The minimum size is 300x300 and the aspect ratio must be 1:1 (+-1%). Required if marketing_images is not present. Combined with marketing_images and portrait_marketing_images the maximum is 20.",ATTRIBUTE,MESSAGE,ad_group_ad.ad.discovery_multi_asset_ad.square_marketing_images,google.ads.googleads.v15.common.AdImageAsset
True,False,False,False,[B@100319b4,The Asset resource name of this image.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.discovery_multi_asset_ad.square_marketing_images.asset,N/A
True,False,True,True,[B@427eb3da,First part of text that appears in the ad with the displayed URL.,ATTRIBUTE,STRING,ad_group_ad.ad.discovery_video_responsive_ad.breadcrumb1,N/A
True,False,True,True,[B@5b8e5b61,Second part of text that appears in the ad with the displayed URL.,ATTRIBUTE,STRING,ad_group_ad.ad.discovery_video_responsive_ad.breadcrumb2,N/A
False,False,True,False,[B@27d047ce,Required. The advertiser/brand name.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.discovery_video_responsive_ad.business_name,google.ads.googleads.v15.common.AdTextAsset
False,True,True,False,[B@2f963439,"Assets of type CallToActionAsset used for the ""Call To Action"" button.",ATTRIBUTE,MESSAGE,ad_group_ad.ad.discovery_video_responsive_ad.call_to_actions,google.ads.googleads.v15.common.AdCallToActionAsset
True,False,False,False,[B@18c1a272,The Asset resource name of this call to action asset.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.discovery_video_responsive_ad.call_to_actions.asset,N/A
False,True,True,False,[B@313da758,List of text assets used for the description.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.discovery_video_responsive_ad.descriptions,google.ads.googleads.v15.common.AdTextAsset
False,True,True,False,[B@14766886,"List of text assets used for the short headline, for example, the ""Call To Action"" banner.",ATTRIBUTE,MESSAGE,ad_group_ad.ad.discovery_video_responsive_ad.headlines,google.ads.googleads.v15.common.AdTextAsset
False,True,True,False,[B@a5fa1cd,"Logo image to be used in the ad. Valid image types are GIF, JPEG, and PNG. The minimum size is 128x128 and the aspect ratio must be 1:1(+-1%).",ATTRIBUTE,MESSAGE,ad_group_ad.ad.discovery_video_responsive_ad.logo_images,google.ads.googleads.v15.common.AdImageAsset
True,False,False,False,[B@1f9840c6,The Asset resource name of this image.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.discovery_video_responsive_ad.logo_images.asset,N/A
False,True,True,False,[B@43c3230a,List of text assets used for the long headline.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.discovery_video_responsive_ad.long_headlines,google.ads.googleads.v15.common.AdTextAsset
False,True,True,False,[B@645641ac,List of YouTube video assets used for the ad.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.discovery_video_responsive_ad.videos,google.ads.googleads.v15.common.AdVideoAsset
True,False,False,False,[B@13f0c522,The Asset resource name of this video.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.discovery_video_responsive_ad.videos.asset,N/A
True,False,True,True,[B@4eb329ea,The product type of this ad. See comments on the enum for details.,ATTRIBUTE,"DYNAMIC_HTML5_CUSTOM_AD,DYNAMIC_HTML5_EDUCATION_AD,DYNAMIC_HTML5_FLIGHT_AD,DYNAMIC_HTML5_HOTEL_AD,DYNAMIC_HTML5_HOTEL_RENTAL_AD,DYNAMIC_HTML5_JOB_AD,DYNAMIC_HTML5_LOCAL_AD,DYNAMIC_HTML5_REAL_ESTATE_AD,DYNAMIC_HTML5_TRAVEL_AD,HTML5_UPLOAD_AD,UNKNOWN,UNSPECIFIED",ad_group_ad.ad.display_upload_ad.display_upload_product_type,google.ads.googleads.v15.enums.DisplayUploadProductTypeEnum.DisplayUploadProductType
False,False,True,False,[B@14329845,"A media bundle asset to be used in the ad. For information about the media bundle for HTML5_UPLOAD_AD, see https://support.google.com/google-ads/answer/1722096 Media bundles that are part of dynamic product types use a special format that needs to be created through the Google Web Designer. See https://support.google.com/webdesigner/answer/7543898 for more information.",ATTRIBUTE,MESSAGE,ad_group_ad.ad.display_upload_ad.media_bundle,google.ads.googleads.v15.common.AdMediaBundleAsset
True,False,False,False,[B@423ff04e,The Asset resource name of this media bundle.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.display_upload_ad.media_bundle.asset,N/A
True,False,True,True,[B@5773e4fe,The URL that appears in the ad description for some ad formats.,ATTRIBUTE,STRING,ad_group_ad.ad.display_url,N/A
True,False,True,True,[B@d86b83,The description of the ad.,ATTRIBUTE,STRING,ad_group_ad.ad.expanded_dynamic_search_ad.description,N/A
True,False,True,True,[B@282b6d,The second description of the ad.,ATTRIBUTE,STRING,ad_group_ad.ad.expanded_dynamic_search_ad.description2,N/A
True,False,True,True,[B@3da816a6,The description of the ad.,ATTRIBUTE,STRING,ad_group_ad.ad.expanded_text_ad.description,N/A
True,False,True,True,[B@753451f9,The second description of the ad.,ATTRIBUTE,STRING,ad_group_ad.ad.expanded_text_ad.description2,N/A
True,False,True,True,[B@3673b8af,The first part of the ad's headline.,ATTRIBUTE,STRING,ad_group_ad.ad.expanded_text_ad.headline_part1,N/A
True,False,True,True,[B@77418e4f,The second part of the ad's headline.,ATTRIBUTE,STRING,ad_group_ad.ad.expanded_text_ad.headline_part2,N/A
True,False,True,False,[B@a21bb27,Output only. The resource name of the income range view. Income range view resource names have the form: customers/{customer_id}/incomeRangeViews/{ad_group_id}~{criterion_id},ATTRIBUTE,RESOURCE_NAME,income_range_view.resource_name,N/A
True,False,True,True,[B@5dcd9803,The third part of the ad's headline.,ATTRIBUTE,STRING,ad_group_ad.ad.expanded_text_ad.headline_part3,N/A
True,False,True,True,[B@76d0e5d5,The text that can appear alongside the ad's displayed URL.,ATTRIBUTE,STRING,ad_group_ad.ad.expanded_text_ad.path1,N/A
True,False,True,True,[B@d983eb6,Additional text that can appear alongside the ad's displayed URL.,ATTRIBUTE,STRING,ad_group_ad.ad.expanded_text_ad.path2,N/A
False,True,True,False,[B@a6754a1,A list of final app URLs that will be used on mobile if the user has the specific app installed.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.final_app_urls,google.ads.googleads.v15.common.FinalAppUrl
True,True,True,False,[B@3b5bc86e,The list of possible final mobile URLs after all cross-domain redirects for the ad.,ATTRIBUTE,STRING,ad_group_ad.ad.final_mobile_urls,N/A
True,False,True,False,[B@4ad46c9d,Output only. The resource name of the keyword view. Keyword view resource names have the form: customers/{customer_id}/keywordViews/{ad_group_id}~{criterion_id},ATTRIBUTE,RESOURCE_NAME,keyword_view.resource_name,N/A
True,False,True,True,[B@6f596ff,The suffix to use when constructing a final URL.,ATTRIBUTE,STRING,ad_group_ad.ad.final_url_suffix,N/A
True,False,True,True,[B@368718dc,"Output only. Whether a given booking has been billed. Once billed, a booking can't be modified.",ATTRIBUTE,BOOLEAN,hotel_reconciliation.billed,N/A
True,True,True,False,[B@53fabeda,The list of possible final URLs after all cross-domain redirects for the ad.,ATTRIBUTE,STRING,ad_group_ad.ad.final_urls,N/A
True,False,True,False,[B@3a2380bc,Output only. The resource name for the Campaign associated with the conversion.,ATTRIBUTE,RESOURCE_NAME,hotel_reconciliation.campaign,N/A
True,False,True,True,[B@104bab69,"Output only. Check-in date recorded when the booking is made. If the check-in date is modified at reconciliation, the revised date will then take the place of the original date in this column. Format is YYYY-MM-DD.",ATTRIBUTE,DATE,hotel_reconciliation.check_in_date,N/A
True,False,True,True,[B@1e041044,"Output only. Check-out date recorded when the booking is made. If the check-in date is modified at reconciliation, the revised date will then take the place of the original date in this column. Format is YYYY-MM-DD.",ATTRIBUTE,DATE,hotel_reconciliation.check_out_date,N/A
True,False,True,True,[B@188e7130,Required. Output only. The commission ID is Google's ID for this booking. Every booking event is assigned a Commission ID to help you match it to a guest stay.,ATTRIBUTE,STRING,hotel_reconciliation.commission_id,N/A
False,False,True,False,[B@3e8e24fd,Output only. The resource name of the hotel performance view. Hotel performance view resource names have the form: customers/{customer_id}/hotelPerformanceView,ATTRIBUTE,RESOURCE_NAME,hotel_performance_view.resource_name,N/A
True,False,True,False,[B@73d3c0a6,Output only. The resource name of the landing page view. Landing page view resource names have the form: customers/{customer_id}/landingPageViews/{unexpanded_final_url_fingerprint},ATTRIBUTE,RESOURCE_NAME,landing_page_view.resource_name,N/A
False,False,True,False,[B@4d6b68a8,Details pertaining to a hotel ad.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.hotel_ad,google.ads.googleads.v15.common.HotelAdInfo
True,False,True,True,[B@268787c4,Output only. Identifier for the Hotel Center account which provides the rates for the Hotel campaign.,ATTRIBUTE,INT64,hotel_reconciliation.hotel_center_id,N/A
True,False,True,True,[B@69e1e625,"Output only. Unique identifier for the booked property, as provided in the Hotel Center feed. The hotel ID comes from the 'ID' parameter of the conversion tracking tag.",ATTRIBUTE,STRING,hotel_reconciliation.hotel_id,N/A
True,False,True,True,[B@45add4f,Output only. The order ID is the identifier for this booking as provided in the 'transaction_id' parameter of the conversion tracking tag.,ATTRIBUTE,STRING,hotel_reconciliation.order_id,N/A
True,False,True,True,[B@12e2cb44,"Required. Output only. Reconciled value is the final value of a booking as paid by the guest. If original booking value changes for any reason, such as itinerary changes or room upsells, the reconciled value should be the full final amount collected. If a booking is canceled, the reconciled value should include the value of any cancellation fees or non-refundable nights charged. Value is in millionths of the base unit currency. For example, $12.35 would be represented as 12350000. Currency unit is in the default customer currency.",ATTRIBUTE,INT64,hotel_reconciliation.reconciled_value_micros,N/A
True,False,True,True,[B@841d77b,Output only. The advertiser-specified final URL.,ATTRIBUTE,STRING,landing_page_view.unexpanded_final_url,N/A
True,False,True,True,[B@6e77c898,Output only. The ID of the ad.,ATTRIBUTE,INT64,ad_group_ad.ad.id,N/A
True,False,True,False,[B@3c95c0bc,Immutable. The resource name of the hotel reconciliation. Hotel reconciliation resource names have the form: customers/{customer_id}/hotelReconciliations/{commission_id},ATTRIBUTE,RESOURCE_NAME,hotel_reconciliation.resource_name,N/A
True,False,True,True,[B@38298481,Required. Output only. Current status of a booking with regards to reconciliation and billing. Bookings should be reconciled within 45 days after the check-out date. Any booking not reconciled within 45 days will be billed at its original value.,ATTRIBUTE,"CANCELED,RECONCILED,RECONCILIATION_NEEDED,RESERVATION_ENABLED,UNKNOWN,UNSPECIFIED",hotel_reconciliation.status,google.ads.googleads.v15.enums.HotelReconciliationStatusEnum.HotelReconciliationStatus
True,False,False,False,[B@3ed566f0,The Asset resource name of this image.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.image_ad.image_asset.asset,N/A
True,False,True,True,[B@6eb64aba,URL of the full size image.,ATTRIBUTE,STRING,ad_group_ad.ad.image_ad.image_url,N/A
True,False,True,True,[B@7c34e7f0,The mime type of the image.,ATTRIBUTE,"AUDIO_MP3,AUDIO_WAV,FLASH,HTML5_AD_ZIP,IMAGE_GIF,IMAGE_JPEG,IMAGE_PNG,MSEXCEL,MSWORD,PDF,RTF,TEXT_HTML,UNKNOWN,UNSPECIFIED",ad_group_ad.ad.image_ad.mime_type,google.ads.googleads.v15.enums.MimeTypeEnum.MimeType
True,False,True,True,[B@8cd797b,"The name of the image. If the image was created from a MediaFile, this is the MediaFile's name. If the image was created from bytes, this is empty.",ATTRIBUTE,STRING,ad_group_ad.ad.image_ad.name,N/A
True,False,True,True,[B@1d3a7c74,Height in pixels of the full size image.,ATTRIBUTE,INT64,ad_group_ad.ad.image_ad.pixel_height,N/A
True,False,True,True,[B@418506f3,Width in pixels of the full size image.,ATTRIBUTE,INT64,ad_group_ad.ad.image_ad.pixel_width,N/A
True,False,True,True,[B@1ad56254,URL of the preview size image.,ATTRIBUTE,STRING,ad_group_ad.ad.image_ad.preview_image_url,N/A
True,False,True,True,[B@79b0c6d4,Height in pixels of the preview size image.,ATTRIBUTE,INT64,ad_group_ad.ad.image_ad.preview_pixel_height,N/A
True,False,True,True,[B@37a7cc4a,Width in pixels of the preview size image.,ATTRIBUTE,INT64,ad_group_ad.ad.image_ad.preview_pixel_width,N/A
False,False,True,False,[B@5e7cf6d3,Immutable. Details pertaining to a legacy app install ad.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.legacy_app_install_ad,google.ads.googleads.v15.common.LegacyAppInstallAdInfo
True,False,True,True,[B@6f0ae88a,"The accent color of the ad in hexadecimal, for example, #ffffff for white. If one of main_color and accent_color is set, the other is required as well.",ATTRIBUTE,STRING,ad_group_ad.ad.legacy_responsive_display_ad.accent_color,N/A
True,False,True,True,[B@107305d9,"Advertiser's consent to allow flexible color. When true, the ad may be served with different color if necessary. When false, the ad will be served with the specified colors or a neutral color. The default value is true. Must be true if main_color and accent_color are not set.",ATTRIBUTE,BOOLEAN,ad_group_ad.ad.legacy_responsive_display_ad.allow_flexible_color,N/A
True,False,True,False,[B@193f4e01,Output only. The resource name of the hotel group view. Hotel Group view resource names have the form: customers/{customer_id}/hotelGroupViews/{ad_group_id}~{criterion_id},ATTRIBUTE,RESOURCE_NAME,hotel_group_view.resource_name,N/A
True,False,True,True,[B@20cce99b,The business name in the ad.,ATTRIBUTE,STRING,ad_group_ad.ad.legacy_responsive_display_ad.business_name,N/A
True,False,True,True,[B@18ba1bb0,The call-to-action text for the ad.,ATTRIBUTE,STRING,ad_group_ad.ad.legacy_responsive_display_ad.call_to_action_text,N/A
True,False,True,True,[B@10ef88b3,The description of the ad.,ATTRIBUTE,STRING,ad_group_ad.ad.legacy_responsive_display_ad.description,N/A
True,False,True,True,[B@734383e9,Specifies which format the ad will be served in. Default is ALL_FORMATS.,ATTRIBUTE,"ALL_FORMATS,NATIVE,NON_NATIVE,UNKNOWN,UNSPECIFIED",ad_group_ad.ad.legacy_responsive_display_ad.format_setting,google.ads.googleads.v15.enums.DisplayAdFormatSettingEnum.DisplayAdFormatSetting
True,False,True,True,[B@34842c2b,The MediaFile resource name of the logo image used in the ad.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.legacy_responsive_display_ad.logo_image,N/A
True,False,True,True,[B@7c2bc690,The long version of the ad's headline.,ATTRIBUTE,STRING,ad_group_ad.ad.legacy_responsive_display_ad.long_headline,N/A
True,False,True,True,[B@10ed73b6,"The main color of the ad in hexadecimal, for example, #ffffff for white. If one of main_color and accent_color is set, the other is required as well.",ATTRIBUTE,STRING,ad_group_ad.ad.legacy_responsive_display_ad.main_color,N/A
True,False,True,True,[B@7f5ee689,The MediaFile resource name of the marketing image used in the ad.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.legacy_responsive_display_ad.marketing_image,N/A
True,False,True,True,[B@6a2e683d,"Prefix before price. For example, 'as low as'.",ATTRIBUTE,STRING,ad_group_ad.ad.legacy_responsive_display_ad.price_prefix,N/A
True,False,True,True,[B@48133cae,Promotion text used for dynamic formats of responsive ads. For example 'Free two-day shipping'.,ATTRIBUTE,STRING,ad_group_ad.ad.legacy_responsive_display_ad.promo_text,N/A
True,False,True,True,[B@331886d9,The short version of the ad's headline.,ATTRIBUTE,STRING,ad_group_ad.ad.legacy_responsive_display_ad.short_headline,N/A
True,False,True,True,[B@3b7a449d,The MediaFile resource name of the square logo image used in the ad.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.legacy_responsive_display_ad.square_logo_image,N/A
True,False,True,True,[B@220cac4f,The MediaFile resource name of the square marketing image used in the ad.,ATTRIBUTE,RESOURCE_NAME,ad_group_ad.ad.legacy_responsive_display_ad.square_marketing_image,N/A
False,True,True,False,[B@732b12ec,List of text assets for call-to-actions. When the ad serves the call-to-actions will be selected from this list. At least 1 and at most 5 call-to-actions must be specified.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.local_ad.call_to_actions,google.ads.googleads.v15.common.AdTextAsset
False,True,True,False,[B@4f26c1e,List of text assets for descriptions. When the ad serves the descriptions will be selected from this list. At least 1 and at most 5 descriptions must be specified.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.local_ad.descriptions,google.ads.googleads.v15.common.AdTextAsset
False,True,True,False,[B@6d459eb1,List of text assets for headlines. When the ad serves the headlines will be selected from this list. At least 1 and at most 5 headlines must be specified.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.local_ad.headlines,google.ads.googleads.v15.common.AdTextAsset
False,True,True,False,[B@2a6c3982,List of logo image assets that may be displayed with the ad. The images must be 128x128 pixels and not larger than 120KB. At least 1 and at most 5 image assets must be specified.,ATTRIBUTE,MESSAGE,ad_group_ad.ad.local_ad.logo_images,google.ads.googleads.v15.common.AdImageAsset
